Trial Number,Old Image,New Image,Old Image Side,Key Pressed,Correct,Reaction Time,Condition,Timestamp
98,old_orange_img_100.png,new_orange_img_057.png,right,left,False,0.0052089691162109375,A,2024-10-22 12:25:31
99,old_orange_img_039.png,new_orange_img_034.png,left,right,False,0.005834817886352539,A,2024-10-22 12:25:32
100,old_orange_img_092.png,new_orange_img_009.png,left,right,False,0.005422115325927734,A,2024-10-22 12:25:33
101,old_white_img_060.png,new_white_img_005.png,left,right,False,0.002892017364501953,A,2024-10-22 12:25:33
102,old_white_img_077.png,new_white_img_051.png,right,right,True,0.002705097198486328,A,2024-10-22 12:25:34
103,old_white_img_013.png,new_white_img_064.png,left,right,False,0.00623011589050293,A,2024-10-22 12:25:35
104,old_orange_img_017.png,new_orange_img_041.png,left,right,False,0.006186008453369141,A,2024-10-22 12:25:36
105,old_orange_img_006.png,new_orange_img_043.png,right,right,True,0.0056722164154052734,A,2024-10-22 12:25:36
106,old_white_img_072.png,new_white_img_076.png,right,right,True,0.0030488967895507812,A,2024-10-22 12:25:37
107,old_orange_img_087.png,new_orange_img_098.png,left,right,False,0.003545045852661133,A,2024-10-22 12:25:37
108,old_orange_img_034.png,new_orange_img_028.png,left,right,False,0.007848978042602539,A,2024-10-22 12:25:38
109,old_white_img_048.png,new_white_img_020.png,right,right,True,0.003920078277587891,A,2024-10-22 12:25:39
110,old_white_img_050.png,new_white_img_016.png,right,right,True,0.005630970001220703,A,2024-10-22 12:25:40
111,old_white_img_025.png,new_white_img_034.png,left,right,False,0.0060100555419921875,A,2024-10-22 12:25:40
112,old_orange_img_078.png,new_orange_img_035.png,right,left,False,0.0046269893646240234,A,2024-10-22 12:25:41
113,old_orange_img_020.png,new_orange_img_066.png,right,left,False,0.005663871765136719,A,2024-10-22 12:25:42
114,old_orange_img_049.png,new_orange_img_025.png,right,left,False,0.002263784408569336,A,2024-10-22 12:25:42
115,old_orange_img_026.png,new_orange_img_071.png,right,left,False,0.002605915069580078,A,2024-10-22 12:25:43
116,old_orange_img_095.png,new_orange_img_078.png,left,left,True,0.0040740966796875,A,2024-10-22 12:25:44
117,old_white_img_045.png,new_white_img_029.png,left,left,True,0.004611968994140625,A,2024-10-22 12:25:45
118,old_orange_img_099.png,new_orange_img_020.png,right,left,False,0.003699064254760742,A,2024-10-22 12:25:45
119,old_white_img_065.png,new_white_img_020.png,right,left,False,0.005547046661376953,A,2024-10-22 12:25:46
120,old_white_img_008.png,new_white_img_074.png,left,left,True,0.00584101676940918,A,2024-10-22 12:25:47
121,old_white_img_019.png,new_white_img_091.png,right,left,False,0.00693202018737793,A,2024-10-22 12:25:48
122,old_white_img_056.png,new_white_img_083.png,right,left,False,0.006023883819580078,A,2024-10-22 12:25:48
123,old_white_img_097.png,new_white_img_025.png,right,left,False,0.006406068801879883,A,2024-10-22 12:25:49
124,old_white_img_034.png,new_white_img_092.png,right,right,True,0.005082130432128906,A,2024-10-22 12:25:49
125,old_orange_img_022.png,new_orange_img_083.png,right,right,True,0.01613903045654297,A,2024-10-22 12:25:50
126,old_orange_img_043.png,new_orange_img_001.png,left,right,False,0.011046886444091797,A,2024-10-22 12:25:51
127,old_orange_img_033.png,new_orange_img_007.png,left,right,False,0.011549949645996094,A,2024-10-22 12:25:52
128,old_white_img_036.png,new_white_img_033.png,right,right,True,0.013031959533691406,A,2024-10-22 12:25:52
129,old_orange_img_055.png,new_orange_img_007.png,left,right,False,0.010265111923217773,A,2024-10-22 12:25:53
130,old_orange_img_011.png,new_orange_img_076.png,right,right,True,0.01342320442199707,A,2024-10-22 12:25:53
131,old_orange_img_046.png,new_orange_img_076.png,right,right,True,0.01407623291015625,A,2024-10-22 12:25:54
132,old_white_img_064.png,new_white_img_013.png,right,right,True,0.009643077850341797,A,2024-10-22 12:25:55
133,old_orange_img_023.png,new_orange_img_077.png,right,right,True,0.003506898880004883,A,2024-10-22 12:25:55
134,old_orange_img_058.png,new_orange_img_024.png,right,right,True,0.003731966018676758,A,2024-10-22 12:25:56
135,old_white_img_068.png,new_white_img_055.png,right,right,True,0.007134199142456055,A,2024-10-22 12:25:57
136,old_orange_img_004.png,new_orange_img_075.png,left,right,False,0.005033016204833984,A,2024-10-22 12:25:57
137,old_white_img_021.png,new_white_img_004.png,right,right,True,0.004921913146972656,A,2024-10-22 12:25:58
138,old_white_img_024.png,new_white_img_073.png,right,right,True,0.003715038299560547,A,2024-10-22 12:25:58
139,old_orange_img_025.png,new_orange_img_001.png,left,left,True,0.0024750232696533203,A,2024-10-22 12:25:59
140,old_white_img_046.png,new_white_img_068.png,right,left,False,0.004523038864135742,A,2024-10-22 12:25:59
141,old_orange_img_035.png,new_orange_img_030.png,left,left,True,0.003428936004638672,A,2024-10-22 12:26:00
142,old_white_img_083.png,new_white_img_077.png,right,left,False,0.00441288948059082,A,2024-10-22 12:26:01
143,old_orange_img_009.png,new_orange_img_065.png,right,left,False,0.0036602020263671875,A,2024-10-22 12:26:02
144,old_white_img_075.png,new_white_img_030.png,left,left,True,0.0020868778228759766,A,2024-10-22 12:26:02
145,old_orange_img_065.png,new_orange_img_042.png,left,left,True,0.004803895950317383,A,2024-10-22 12:26:03
146,old_orange_img_003.png,new_orange_img_012.png,left,left,True,0.003017902374267578,A,2024-10-22 12:26:03
147,old_white_img_089.png,new_white_img_041.png,left,left,True,0.004999876022338867,A,2024-10-22 12:26:04
148,old_orange_img_085.png,new_orange_img_097.png,right,left,False,0.0017457008361816406,A,2024-10-22 12:26:04
149,old_orange_img_016.png,new_orange_img_013.png,right,left,False,0.0027649402618408203,A,2024-10-22 12:26:05
150,old_white_img_028.png,new_white_img_041.png,right,left,False,0.003840923309326172,A,2024-10-22 12:26:06
151,old_white_img_082.png,new_white_img_088.png,right,right,True,0.005938053131103516,A,2024-10-22 12:26:06
152,old_orange_img_079.png,new_orange_img_072.png,left,right,False,0.004301786422729492,A,2024-10-22 12:26:07
153,old_white_img_073.png,new_white_img_024.png,left,right,False,0.0048182010650634766,A,2024-10-22 12:26:08
154,old_white_img_004.png,new_white_img_059.png,right,right,True,0.0035550594329833984,A,2024-10-22 12:26:08
155,old_white_img_038.png,new_white_img_085.png,right,right,True,0.0073659420013427734,A,2024-10-22 12:26:09
156,old_white_img_069.png,new_white_img_093.png,right,right,True,0.008516788482666016,A,2024-10-22 12:26:10
157,old_white_img_087.png,new_white_img_017.png,right,right,True,0.006985902786254883,A,2024-10-22 12:26:10
158,old_orange_img_088.png,new_orange_img_079.png,left,right,False,0.010732173919677734,A,2024-10-22 12:26:11
159,old_orange_img_012.png,new_orange_img_077.png,right,right,True,0.011837959289550781,A,2024-10-22 12:26:12
160,old_white_img_035.png,new_white_img_092.png,left,right,False,0.014147758483886719,A,2024-10-22 12:26:13
161,old_orange_img_024.png,new_orange_img_030.png,left,right,False,0.0075800418853759766,A,2024-10-22 12:26:13
162,old_white_img_051.png,new_white_img_096.png,left,right,False,0.009798288345336914,A,2024-10-22 12:26:13
163,old_white_img_001.png,new_white_img_078.png,right,right,True,0.011204719543457031,A,2024-10-22 12:26:14
164,old_white_img_081.png,new_white_img_070.png,left,right,False,0.01070404052734375,A,2024-10-22 12:26:15
165,old_orange_img_044.png,new_orange_img_023.png,left,left,True,0.005007743835449219,A,2024-10-22 12:26:16
166,old_white_img_080.png,new_white_img_087.png,right,left,False,0.00724482536315918,A,2024-10-22 12:26:17
167,old_white_img_016.png,new_white_img_018.png,right,left,False,0.009840965270996094,A,2024-10-22 12:26:18
168,old_white_img_054.png,new_white_img_006.png,left,right,False,0.003832101821899414,A,2024-10-22 12:26:18
169,old_orange_img_075.png,new_orange_img_038.png,left,right,False,0.004985809326171875,A,2024-10-22 12:26:19
170,old_white_img_052.png,new_white_img_095.png,right,right,True,0.006267070770263672,A,2024-10-22 12:26:20
171,old_white_img_002.png,new_white_img_024.png,right,right,True,0.005766868591308594,A,2024-10-22 12:26:21
172,old_white_img_044.png,new_white_img_047.png,left,right,False,0.0031239986419677734,A,2024-10-22 12:26:21
173,old_white_img_067.png,new_white_img_014.png,left,right,False,0.0035970211029052734,A,2024-10-22 12:26:22
174,old_orange_img_052.png,new_orange_img_077.png,left,right,False,0.00548100471496582,A,2024-10-22 12:26:22
175,old_white_img_091.png,new_white_img_056.png,left,right,False,0.005598783493041992,A,2024-10-22 12:26:23
176,old_orange_img_070.png,new_orange_img_067.png,left,right,False,0.004539966583251953,A,2024-10-22 12:26:24
177,old_orange_img_066.png,new_orange_img_079.png,left,right,False,0.005065202713012695,A,2024-10-22 12:26:24
178,old_orange_img_028.png,new_orange_img_100.png,right,right,True,0.007385969161987305,A,2024-10-22 12:26:25
179,old_orange_img_053.png,new_orange_img_009.png,left,right,False,0.0025451183319091797,A,2024-10-22 12:26:26
180,old_white_img_084.png,new_white_img_001.png,right,right,True,0.006913185119628906,A,2024-10-22 12:26:26
181,old_orange_img_008.png,new_orange_img_043.png,right,right,True,0.009151935577392578,A,2024-10-22 12:26:28
182,old_orange_img_019.png,new_orange_img_100.png,left,left,True,0.0055010318756103516,A,2024-10-22 12:26:28
183,old_white_img_078.png,new_white_img_054.png,right,left,False,0.0058078765869140625,A,2024-10-22 12:26:29
184,old_white_img_040.png,new_white_img_060.png,right,left,False,0.0053560733795166016,A,2024-10-22 12:26:30
185,old_white_img_009.png,new_white_img_079.png,right,left,False,0.004800081253051758,A,2024-10-22 12:26:30
186,old_white_img_093.png,new_white_img_055.png,right,left,False,0.00427699089050293,A,2024-10-22 12:26:31
187,old_orange_img_061.png,new_orange_img_071.png,left,left,True,0.005988121032714844,A,2024-10-22 12:26:32
188,old_white_img_007.png,new_white_img_085.png,right,left,False,0.003203868865966797,A,2024-10-22 12:26:33
189,old_orange_img_081.png,new_orange_img_051.png,right,left,False,0.002768993377685547,A,2024-10-22 12:26:33
190,old_orange_img_096.png,new_orange_img_056.png,left,left,True,0.003248929977416992,A,2024-10-22 12:26:34
191,old_orange_img_082.png,new_orange_img_082.png,left,left,True,0.004055976867675781,A,2024-10-22 12:26:35
192,old_orange_img_089.png,new_orange_img_062.png,left,left,True,0.003777027130126953,A,2024-10-22 12:26:36
193,old_white_img_018.png,new_white_img_015.png,left,left,True,0.002212047576904297,A,2024-10-22 12:26:36
194,old_white_img_099.png,new_white_img_027.png,right,left,False,0.003229856491088867,A,2024-10-22 12:26:37
195,old_orange_img_093.png,new_orange_img_093.png,left,left,True,0.004606962203979492,A,2024-10-22 12:26:38
196,old_white_img_039.png,new_white_img_034.png,left,left,True,0.0053980350494384766,A,2024-10-22 12:26:39
197,old_white_img_071.png,new_white_img_006.png,right,left,False,0.0028400421142578125,A,2024-10-22 12:26:39
198,old_white_img_079.png,new_white_img_002.png,right,left,False,0.002195119857788086,A,2024-10-22 12:26:39
199,old_white_img_033.png,new_white_img_006.png,right,left,False,0.0037078857421875,A,2024-10-22 12:26:40
200,old_orange_img_074.png,new_orange_img_092.png,left,right,False,0.006363868713378906,A,2024-10-22 12:26:41
